osm_id,osm_type,name,amenity,cuisine,brand,operator,address,housenumber,postcode,phone,website,opening_hours,outdoor_seating,takeaway,delivery,wheelchair,latitude,longitude,search_postcode_sector,search_ward,search_constituency,is_chain_name,chain_matched,is_chain_brand,is_chain_website,is_chain,validated,validation_status,google_place_id,google_name,google_types,google_rating,google_user_ratings_total,google_price_level,google_vicinity,google_lat,google_lng,business_status,google_phone,google_phone_intl,google_website,google_opening_hours,google_photo_reference,search_type,data_source
7817679484,node,Blue Ginger,restaurant,bengal,,,Gilda Parade,36-38,BS14 9HY,,,,,,,,51.4130925,-2.5599556,BS1 4 0,Hengrove and Whitchurch Park,Bristol South,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJwxEd9sWOcUgRSKJVjF2chSc,Blue Ginger,"meal_takeaway,restaurant,point_of_interest,food,establishment",4.4,358,2,"36-38 Gilda Parade, Bristol",51.4131188,-2.559955,OPERATIONAL,01275 837865,+44 1275 837865,https://bluegingerbristol.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1400""}, ""open"": {""day"": 0, ""time"": ""1200""}}, {""close"": {""day"": 0, ""time"": ""2300""}, ""open"": {""day"": 0, ""time"": ""1700""}}, {""close"": {""day"": 1, ""time"": ""2300""}, ""open"": {""day"": 1, ""time"": ""1700""}}, {""close"": {""day"": 2, ""time"": ""2300""}, ""open"": {""day"": 2, ""time"": ""1700""}}, {""close"": {""day"": 3, ""time"": ""2300""}, ""open"": {""day"": 3, ""time"": ""1700""}}, {""close"": {""day"": 4, ""time"": ""2300""}, ""open"": {""day"": 4, ""time"": ""1700""}}, {""close"": {""day"": 5, ""time"": ""2300""}, ""open"": {""day"": 5, ""time"": ""1700""}}, {""close"": {""day"": 6, ""time"": ""1400""}, ""open"": {""day"": 6, ""time"": ""1200""}}, {""close"": {""day"": 6, ""time"": ""2300""}, ""open"": {""day"": 6, ""time"": ""1700""}}], ""weekday_text"": [""Monday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Friday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u20092:00\u202fPM, 5:00\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20092:00\u202fPM, 5:00\u2009\u2013\u200911:00\u202fPM""]}",AcnlKN3yWiWKx1-cK3S8nvxO1haKUCFB_5A3v1TDxv8lJfXhFP0_eSzG5cwrx5aHeueuP63IRQwRyLbQYVO_VNG5esOaj0_qUACUlD4B75WwVrFcqHE7r6T0T1wVdAWGtjkxc8RudAmWqH0gekcZFIhsZ4vEr98dvreXhFCbblHvgLjPjkjBJ_DbiU6sg9McQEXG6DNkD7K6Flq1NsogIzRXsx6rhmn_x4K0cTlIE8gyyh8p-ZtLGaZQiKDiCAVpK5h1lAl9OGkzBhIRKvFvpzsJdbf-fh3HmTgRK4ZrcT22Gzozg9VzEgFgo4yFKDIS0nfZ0hryGqm_Qn_OyYGkfqswJfMGF29ipXDNDfmqJuBdlMq3XrSXzGDagVFKiWzp9ECXpPA7xntUsAKJ8LoV-9kKg8boWLyCjhVunPqxq9D8F0JA7g,,OSM
13456599847,node,Blue Sky Cafe,cafe,,,,Church Road,148-150,BS5 9HN,,,,,,,,51.4593686,-2.553311,BS5 5,Easton,Bristol East,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJYwOEnk6OcUgRhcmoE347mjs,Blue Sky Cafe,"cafe,food,point_of_interest,establishment",3.8,57,,"150 Church Rd, Redfield, Bristol",51.4593897,-2.5532602,OPERATIONAL,0117 329 0622,+44 117 329 0622,,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1600""}, ""open"": {""day"": 0, ""time"": ""1000""}}, {""close"": {""day"": 1, ""time"": ""1600""}, ""open"": {""day"": 1, ""time"": ""0900""}}, {""close"": {""day"": 2, ""time"": ""1600""}, ""open"": {""day"": 2, ""time"": ""0900""}}, {""close"": {""day"": 3, ""time"": ""1600""}, ""open"": {""day"": 3, ""time"": ""0900""}}, {""close"": {""day"": 4, ""time"": ""1600""}, ""open"": {""day"": 4, ""time"": ""0900""}}, {""close"": {""day"": 5, ""time"": ""1600""}, ""open"": {""day"": 5, ""time"": ""0900""}}, {""close"": {""day"": 6, ""time"": ""1600""}, ""open"": {""day"": 6, ""time"": ""0900""}}], ""weekday_text"": [""Monday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20094:00\u202fPM""]}",AcnlKN3NT7_JnRP9yRlX7LosVICCAOspVx_UWUWj4xuj0T_IOw_zSEoBvA-vLDCsGRMKQ4o4KuT0eZgBxkUyZFiYFlUw78lLmMbw6r8WGt4nuzadXUzQC7n51lPUxuuVpJ3NwmF58izbdCPxUvoIpmqNyt5ZxaGFMVG4ueU4YQgNc3sKxVq8z1woVTwh1YPnaSDBZTTR4i1TPcpfHUP4nImgWJvWxPk4FplJ-zihhW2mJTCH5w0SwJMLkWJLXML8devHPniGdCKfBx-ONlmBUi9-8gnYx__ufvsKsE74cSDF5_B6YSLY75VYM2VyoVB3lL6qqcaYxbcHeXgDH7iTGi8LPwuI2toHEftUdBgGmY0KIC5MuCfdUK_jZsb0Mk_MHELx6PSiEIgLGwKd9IxVwA6ApHGWXydj_wumfIZWiahh4K1aX8nE6bGq9fjvzeyhUyxM,,OSM
,,,,,,,,,,,,,,,,,,,BS5 8,St George West,,,,,,,,,ChIJSz5ANrOPcUgRVpQZwEB3Y6M,Blue Sky Pizza and Kebab,"restaurant,meal_takeaway,point_of_interest,food,establishment",3.5,96,1,"288 Church Road, Bristol",51.4597714,-2.5464389,OPERATIONAL,0117 955 6523,+44 117 955 6523,https://bluesky-pizzakebab.co.uk/?utm_source=GMBwebsite&utm_medium=organic&utm_campaign=Google%20My%20Business,"{""open_now"": false, ""periods"": [{""close"": {""day"": 1, ""time"": ""0000""}, ""open"": {""day"": 0, ""time"": ""1630""}}, {""close"": {""day"": 2, ""time"": ""0000""}, ""open"": {""day"": 1, ""time"": ""1630""}}, {""close"": {""day"": 3, ""time"": ""0000""}, ""open"": {""day"": 2, ""time"": ""1630""}}, {""close"": {""day"": 4, ""time"": ""0000""}, ""open"": {""day"": 3, ""time"": ""1630""}}, {""close"": {""day"": 5, ""time"": ""0000""}, ""open"": {""day"": 4, ""time"": ""1630""}}, {""close"": {""day"": 6, ""time"": ""0100""}, ""open"": {""day"": 5, ""time"": ""1630""}}, {""close"": {""day"": 0, ""time"": ""0100""}, ""open"": {""day"": 6, ""time"": ""1630""}}], ""weekday_text"": [""Monday: 4:30\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Tuesday: 4:30\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Wednesday: 4:30\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Thursday: 4:30\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Friday: 4:30\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Saturday: 4:30\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Sunday: 4:30\u202fPM\u2009\u2013\u200912:00\u202fAM""]}",AcnlKN3-p4ZyKTc107OyuCNu1TIa39Telj-emL2saQ3qfilo_eK0N_Fu8pn2d_N6mKSqKeiH2mq69VobXkckUB0lG55veLZoGTktWPq5ym8yn2Z6i90745flVh3nmI6rPvpu_vNYGZrlMJWpDRNUtxlvZIqRW-y6M39NaFoCi9Q1ffg8yfN5yraYZaQqT8rNPWULs5BFD5zeiYW-gbKKIVKlU3juDIOHkJHiX0KFcnoMIhCrQGqP2K0dp-7H3AXXPWhkOWLcGpYgpteXd3-uSv5w7zewnIfcJ2T4RxIN9N6bI43bOa1XZ_a3QNmCHNDYc8UhcDn-LYLHAKGthXJtlK8HVF8alBK6v1-bJqnE5tWQKpMN8vHIMZtiBbTC2TofB_xUe0Ds4gpEOnkQXwwoHBgWmQ-ZHRb_LaOG0qqZHzCo3Bco5lk,restaurant,Google
9689558217,node,Bocabar-Finzels,restaurant,,,,Hawkins Lane,1,BS1 6JQ,,https://www.bocabar.co.uk/finzels,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 10:30-24:00; Su off,,,,,51.4539791,-2.5891427,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJVeKhGtaPcUgRjmyEMWt7RWE,Bocabar,"restaurant,point_of_interest,food,establishment",4.1,333,2,"Fermentation, 1 Hawkins Ln, Bristol",51.4538916,-2.5891434,OPERATIONAL,0117 374 1898,+44 117 374 1898,https://www.bocabar.co.uk/finzels,"{""open_now"": false, ""periods"": [{""close"": {""day"": 1, ""time"": ""2300""}, ""open"": {""day"": 1, ""time"": ""1200""}}, {""close"": {""day"": 2, ""time"": ""2300""}, ""open"": {""day"": 2, ""time"": ""1200""}}, {""close"": {""day"": 3, ""time"": ""2300""}, ""open"": {""day"": 3, ""time"": ""1200""}}, {""close"": {""day"": 4, ""time"": ""2300""}, ""open"": {""day"": 4, ""time"": ""1200""}}, {""close"": {""day"": 6, ""time"": ""0000""}, ""open"": {""day"": 5, ""time"": ""1200""}}, {""close"": {""day"": 0, ""time"": ""0000""}, ""open"": {""day"": 6, ""time"": ""1200""}}], ""weekday_text"": [""Monday: 12:00\u2009\u2013\u200911:00\u202fPM"", ""Tuesday: 12:00\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 12:00\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 12:00\u2009\u2013\u200911:00\u202fPM"", ""Friday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Sunday: Closed""]}",AcnlKN22PED5nc0mHYHsPjqmymAwNJD8q-H54P4jdNKQL8dTHnj9rfqcVhr5mg0_XG_fYps7Nr3krhqOKgmTv3fyC-xQydm6at-p8xXivVd2MSDPlXBOzMpLRXovrZm1LOVvxTwl4y6st5QtFC3QKCrLY_sGNwCHWoT48OW6UrdYRidPBXLDKvLJ0-2jLuRT5NyvN8FUxJU4L9cfY49HgRk1xdF-s8YGzmxGGWfggkMg4k3q6bv1Rsb3jupSEvshKADw-ixXApFQXdsyNstoVwZFBOgupTHg3NvtlMwuuJEoARWEPS9qL1D0WQzGn6OkmX0piKnA-UBeEZT2T_PL4hzg3f-NNqU67xuDHhaZIP9oAdKWaT1Bk6WFu0CeJoJMsGtPI7VAlWlWH1WIqCySposSziFEUVrMRMZTwUK580O0uhc,,OSM
289453730,way,Bombay Boulevard,restaurant,indian,,,Denmark Street,4,BS1 5DQ,,,,,,,no,51.4528257,-2.5985068,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJkzDIp9eNcUgRvytioiA3fYg,Bombay Boulevard,"meal_takeaway,restaurant,food,point_of_interest,establishment",3.9,150,,"4 Denmark St, Bristol",51.4528322,-2.5985499,OPERATIONAL,0117 927 3544,+44 117 927 3544,http://bombayboulevard.uk/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 1, ""time"": ""0100""}, ""open"": {""day"": 0, ""time"": ""1700""}}, {""close"": {""day"": 2, ""time"": ""0100""}, ""open"": {""day"": 1, ""time"": ""1700""}}, {""close"": {""day"": 3, ""time"": ""0100""}, ""open"": {""day"": 2, ""time"": ""1700""}}, {""close"": {""day"": 4, ""time"": ""0100""}, ""open"": {""day"": 3, ""time"": ""1700""}}, {""close"": {""day"": 5, ""time"": ""0100""}, ""open"": {""day"": 4, ""time"": ""1700""}}, {""close"": {""day"": 6, ""time"": ""0300""}, ""open"": {""day"": 5, ""time"": ""1700""}}, {""close"": {""day"": 0, ""time"": ""0300""}, ""open"": {""day"": 6, ""time"": ""1700""}}], ""weekday_text"": [""Monday: 5:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Tuesday: 5:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Wednesday: 5:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Thursday: 5:00\u202fPM\u2009\u2013\u20091:00\u202fAM"", ""Friday: 5:00\u202fPM\u2009\u2013\u20093:00\u202fAM"", ""Saturday: 5:00\u202fPM\u2009\u2013\u20093:00\u202fAM"", ""Sunday: 5:00\u202fPM\u2009\u2013\u20091:00\u202fAM""]}",AcnlKN3EuGu9Lct6WbflohCP-VqboGUIpnwpK6nNEYp94KKk7nYs9XTmrqFnHtlF0dnjTffAbrIh-F7huoGKXEG8I-y7U2WVOFSNptam8PR0QG1oNqgTnJ2G7x2bXaKHWoWKNUAdCXCd--uk43MpnERpL3QFiD7neigTeSPY2jG7WZnW9ibCf-io5lKhvJTjqiW1hDsA94w6rTuqoQjDuo7_f6v51tKGoqUZAykX_k0RO5SkEd5XaZvoUcDU5RicR4xgeR0vsZA4DQziRDXOItGxQcRfW675ckwllxYsEI1PmdfzUFj8OIhND26nXc4LOr5jQucPd_B9O8MwmB9RSJBZ8ny8mjjL51Gcis6ryjq3AZyH48an6ItwX9vEasHGTwf3SNDBE1nb0PYcRvPjfW4ya52vMYaZLshb7Ew7JoFkSECqxgQ,,OSM
288981092,way,Bombil,restaurant,indian,,,,,,+44 117 379 0747,https://www.bombilbristol.com/,Tu-Th 17:00-23:30; Fr-Sa 12:00-00:00; Su 12:00-23:00,,,,,51.4426306,-2.5950933,BS3 4,Bedminster,Bristol South,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJRYeyYwCNcUgR0byEArnGOa8,Bombil,"restaurant,point_of_interest,food,establishment",4.7,322,,"31 East St, Bedminster, Bristol",51.4426787,-2.595192,OPERATIONAL,0117 379 0747,+44 117 379 0747,https://www.bombilbristol.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2300""}, ""open"": {""day"": 0, ""time"": ""1200""}}, {""close"": {""day"": 2, ""time"": ""2300""}, ""open"": {""day"": 2, ""time"": ""1700""}}, {""close"": {""day"": 3, ""time"": ""2300""}, ""open"": {""day"": 3, ""time"": ""1700""}}, {""close"": {""day"": 4, ""time"": ""2300""}, ""open"": {""day"": 4, ""time"": ""1700""}}, {""close"": {""day"": 6, ""time"": ""0000""}, ""open"": {""day"": 5, ""time"": ""1200""}}, {""close"": {""day"": 0, ""time"": ""0000""}, ""open"": {""day"": 6, ""time"": ""1200""}}], ""weekday_text"": [""Monday: Closed"", ""Tuesday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 5:00\u2009\u2013\u200911:00\u202fPM"", ""Friday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Saturday: 12:00\u202fPM\u2009\u2013\u200912:00\u202fAM"", ""Sunday: 12:00\u2009\u2013\u200911:00\u202fPM""]}",AcnlKN00t_bjN5yx6keIEoFGHtPOJ9T9ghEfTZ_YhgHePW9dyyUPdPK1ra2jqR7CETQW8eqHso8GKAslYhiIS60cVuenWp9m7O7-rP6w1ESuYKOvRLnQg7jTBV0rlo1ANR4WgSapYfj7gq086TOTrxOw312L1YqPhnwzvSjkehJ0JJtN2Bnu8pzOz_jyNCs083sWgg0czk3FL9yd6ihCRMs4oPow02Qwv3i-p8VQGElt3xTNyCpyr7rprYLMLpGj4K4LmCfTjzA3E2X54Fj8V_RqGO6u3S8Lf6IZsNc80d_nSzOQ5g,,OSM
,,,,,,,,,,,,,,,,,,,BS3 4,Bedminster,,,,,,,,,ChIJM5IhICaFcUgRRi9Bw-Rqc3A,Boona Boona Coffee Roasters,"cafe,point_of_interest,food,establishment",4.9,72,,"Unit 9, Bristol",51.4424655,-2.5944059,OPERATIONAL,,,http://www.boonaboona.co.uk/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1500""}, ""open"": {""day"": 0, ""time"": ""1000""}}, {""close"": {""day"": 2, ""time"": ""1600""}, ""open"": {""day"": 2, ""time"": ""0800""}}, {""close"": {""day"": 3, ""time"": ""1600""}, ""open"": {""day"": 3, ""time"": ""0800""}}, {""close"": {""day"": 4, ""time"": ""1600""}, ""open"": {""day"": 4, ""time"": ""0800""}}, {""close"": {""day"": 5, ""time"": ""1600""}, ""open"": {""day"": 5, ""time"": ""0800""}}, {""close"": {""day"": 6, ""time"": ""1600""}, ""open"": {""day"": 6, ""time"": ""0900""}}], ""weekday_text"": [""Monday: Closed"", ""Tuesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Wednesday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Thursday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Friday: 8:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM"", ""Sunday: 10:00\u202fAM\u2009\u2013\u20093:00\u202fPM""]}",AcnlKN3JAKP6yE1FMGKp8qgPIQMuDwz90X7zrUResV9QTVqiKAJWxsunF9VybXzFf2ppe54YwDk5QcKO7OIPXVh30iFEIQnzX8XcM4OA9Nbzy4VkoWeJhe_itSPlu2jFuhOSnedvOSV4ytgy7Zcdv3ItHhAJ86Rv7W--M1PyCOFsoAqgThIYsD63P5IIm9EfXlc-hb0ooeZtUMbjFY6HTfSBmn7coJFgX3Kh5JZzI2O6wURbnp8BDJxYPzIIuMeW8Zk0iysuiQGzPnKeKbf8VE3m9PXgnToGTnSF4KgrFdn00pBETQ,cafe,Google
277793682,way,Bosco's Pizzeria,restaurant,,,,Regent Street,29,BS8 4HR,,,,,,,,51.4544873,-2.6188928,BS8 3,Clifton,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJxRcy3seNcUgRxgb5hSiVwiQ,Bosco Regent Street,"restaurant,point_of_interest,food,establishment",4.6,517,2,"29 Regent St, Clifton, Bristol",51.4544908,-2.6187868,OPERATIONAL,0117 909 2770,+44 117 909 2770,https://www.boscopizzeria.co.uk/restaurant/bristol-regents-st/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""2200""}, ""open"": {""day"": 0, ""time"": ""1200""}}, {""close"": {""day"": 1, ""time"": ""2200""}, ""open"": {""day"": 1, ""time"": ""1200""}}, {""close"": {""day"": 2, ""time"": ""2200""}, ""open"": {""day"": 2, ""time"": ""1200""}}, {""close"": {""day"": 3, ""time"": ""2200""}, ""open"": {""day"": 3, ""time"": ""1200""}}, {""close"": {""day"": 4, ""time"": ""2200""}, ""open"": {""day"": 4, ""time"": ""1200""}}, {""close"": {""day"": 5, ""time"": ""2200""}, ""open"": {""day"": 5, ""time"": ""1200""}}, {""close"": {""day"": 6, ""time"": ""2200""}, ""open"": {""day"": 6, ""time"": ""1200""}}], ""weekday_text"": [""Monday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Friday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u200910:00\u202fPM""]}",AcnlKN1scN1iXyiKJ3i_L1VX43it5ZdOCYPsylvMGS1tPzna97IhhBwGTC17GPoWa7LXwnpOFzXxVEwCNiN7VSQYaB2e0iSnr47ptt43SiQb9561POlVd-XHTF8zX9tHxppcZOVfK8OHar9DgaEKQIghpofN_mfN28ngfy87czfdJMN2Cg6cckM4owA-6tlVwomJkEA5_a-7zYcxNotiCu4uvdy2VU707yQ_RMG1zBXCroge4WFJKAl8rAUCtzf8t21RbmqLQ3lsuf_-Cf2fZGwiA5ZuOj6wETh-gvlKi2WgyGuH_HMwFoog9ilLgar6yXoOc7wBvZ6I710-g-cbym9Ten8QtRTD_NYy9Kp8b8Ioyy4tsmKhf9UAVC_syhBHlwkbCk--sYhBXjCQDnZYLJ61Gv2gaGTacikAmzNPx9G2-V51Awc,,OSM
5481210571,node,Boswell's,cafe,coffee_shop,,,Broadmead,,BS1 3XB,,,,,,,yes,51.4569022,-2.5899303,BS1 1,Central,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJweO52XCOcUgRLJZT9Q45y_0,Boswells Coffee Co Ltd,"cafe,food,point_of_interest,establishment",4.3,508,2,"Broadmead Gallery, The Galleries, The Mall, Broadmead, Bristol",51.4568091,-2.5898921,OPERATIONAL,0117 929 9964,+44 117 929 9964,http://www.boswellsgroup.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1600""}, ""open"": {""day"": 0, ""time"": ""0900""}}, {""close"": {""day"": 1, ""time"": ""1700""}, ""open"": {""day"": 1, ""time"": ""0900""}}, {""close"": {""day"": 2, ""time"": ""1700""}, ""open"": {""day"": 2, ""time"": ""0900""}}, {""close"": {""day"": 3, ""time"": ""1700""}, ""open"": {""day"": 3, ""time"": ""0900""}}, {""close"": {""day"": 4, ""time"": ""1700""}, ""open"": {""day"": 4, ""time"": ""0900""}}, {""close"": {""day"": 5, ""time"": ""1700""}, ""open"": {""day"": 5, ""time"": ""0900""}}, {""close"": {""day"": 6, ""time"": ""1700""}, ""open"": {""day"": 6, ""time"": ""0900""}}], ""weekday_text"": [""Monday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Tuesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Wednesday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Thursday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Friday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Saturday: 9:00\u202fAM\u2009\u2013\u20095:00\u202fPM"", ""Sunday: 9:00\u202fAM\u2009\u2013\u20094:00\u202fPM""]}",AcnlKN2JK9657idLAcJPMm9BKdd4qXi7qQG4N0vRXYjT2OX8ACX84XIKaB6QbvG-Y31iPtlf1_yNAUxwkO0kyvssuNJvndYINzwi5pkcvAyhHx3MmuBAe1fCmhXnyAfVHABJHh7jtz90N-D5ZR7ChafjuABG_LprFYsSsoRVLo5BZTP_OQfPXdXCtJ4W9LsFUy7p8ygJEtYCHw4Rl8ERBxX6R1BPny7d6mXAD9-0Y0PuOXwIXmqK31B0g4SFswK9e_L75NDuiuwgRio-e31MOu4RWASq6h8X4y-TCdPhVrii6rHBWtw6QyG3WhDxaoxr3uxhUgQThhbav3dIwyOnQWC-gQ3t4Ia6_X59jMO8qB2ug35yTe4cGrDImCIbuvldnzDCv566z9USvbptfj-O-758rGCF-kWHx7IYxpS1N3lLqgE,,OSM
,,,,,,,,,,,,,,,,,,,BS7 0,Bishopston and Ashley Down,,,,,,,,,ChIJq34DI4GRcUgRt7CwO22GTfc,Bravos Kitchen,"restaurant,point_of_interest,food,establishment",5,1,,"635 Gloucester Road, Bristol",51.4922789,-2.5830488,OPERATIONAL,0117 239 8832,+44 117 239 8832,https://bravoskitchen.com/,"{""open_now"": false, ""periods"": [{""close"": {""day"": 0, ""time"": ""1700""}, ""open"": {""day"": 0, ""time"": ""1200""}}, {""close"": {""day"": 1, ""time"": ""2100""}, ""open"": {""day"": 1, ""time"": ""1600""}}, {""close"": {""day"": 2, ""time"": ""2100""}, ""open"": {""day"": 2, ""time"": ""1600""}}, {""close"": {""day"": 3, ""time"": ""2100""}, ""open"": {""day"": 3, ""time"": ""1600""}}, {""close"": {""day"": 4, ""time"": ""2100""}, ""open"": {""day"": 4, ""time"": ""1600""}}, {""close"": {""day"": 5, ""time"": ""2100""}, ""open"": {""day"": 5, ""time"": ""1600""}}, {""close"": {""day"": 6, ""time"": ""2100""}, ""open"": {""day"": 6, ""time"": ""1200""}}], ""weekday_text"": [""Monday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Wednesday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Thursday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Friday: 4:00\u2009\u2013\u20099:00\u202fPM"", ""Saturday: 12:00\u2009\u2013\u20099:00\u202fPM"", ""Sunday: 12:00\u2009\u2013\u20095:00\u202fPM""]}",AcnlKN3mk0opH_bIG2NYb6NluyJOI3fbhNiTFjo4UKCMdk0tF9zhXsqup_FM49Fzx7lOeoAyfN527pg-NZPh-oozAdyKL9bw70CnMIMJsIRrQ-1WVcxjGXLvH50fjJ3GKDKGIwdi6Go5wwhxIJ_IJ_ysJuwDqUlcjZgRgqpDZIZQouKMTQ-I-gRSTz_6gznYuxEEZDqH6NswVhKFmejXkkTfZWFSvLsxh03Ovi3Vivw0SpO0bGJXeZFygt_waBmvHF41uKrD6rq_L49YxYV1JlH9Cxa6StpMTOczBbYMng78LeXbmw,restaurant,Google
264387937,way,Brew Bristol,cafe,,,,Gloucester Road,22,BS7 8AE,,,,,,,limited,51.4715119,-2.5928547,BS6 7,Redland,Bristol Central,FALSE,,FALSE,FALSE,FALSE,TRUE,,ChIJSVRpAQCPcUgR_3tdVZNAjHY,Brew coffee & bakery,"bakery,store,food,point_of_interest,establishment",4.5,10,,"22 Gloucester Rd, Bishopston, Bristol",51.4714949,-2.5928577,OPERATIONAL,,,https://www.instagram.com/brewbristol?igsh=M2lqaDZreGI0ZjRp,{},AcnlKN1Kefq9g0WyyInRc4j4y124CSgi5h8j2sqCrUGEfUXjm74lUoa3lypVPY99-umFjipq1nd6X5ujKs26pBZRnKus9OQ1whnVNRqekPM7tSN5RhMtAg-jXLPkL7t6ixAvX9vaE9-KCUgDbeTWyJ6Kky_Yk3lpZxZWOe_8a6jIYXj6pqfAm8YYibVUewHHPd8awFVAPMRCEhnIJUX77pD9ZPa91PUsYu-aMLFBigOz_OPAW8HMobpW1Q2yBbSWh_LjLEooyfo-7aHorWZQyefl9Tt_Ahnh_gp5WIjmzRjYdnxF3IUxirQwoPI3mEt7znX7-46sJgbNhf0x3RgJc2JDkt2_qLUgbdmC7lI16yNDbysAnUSSWRkn7lQfyQI0ZAkvNNrWokx9QSvZ7uSAC57U6OGycRxFS1syRuvbJ2GVEyiMruKId1xeqDdzlUDVboVG,,OSM
